marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
75.0,78.0,67.0,52.0,26.0,91.0,medium,average,low,moderate
30.0,48.0,32.0,86.0,97.0,62.0,low,average,high,moderate
99.0,51.0,38.0,89.0,83.0,56.0,high,average,medium,high
31.0,52.0,37.0,38.0,95.0,98.0,low,poor,high,low
99.0,46.0,50.0,60.0,39.0,33.0,medium,average,medium,moderate
32.0,85.0,53.0,46.0,43.0,40.0,medium,average,medium,moderate
66.0,97.0,74.0,61.0,42.0,88.0,high,good,low,high
37.0,71.0,51.0,50.0,64.0,42.0,medium,average,medium,moderate
36.0,75.0,80.0,20.0,34.0,95.0,medium,poor,medium,low
77.0,86.0,50.0,93.0,38.0,88.0,high,good,low,high
80.0,64.0,48.0,70.0,97.0,27.0,medium,average,medium,moderate
38.0,68.0,49.0,56.0,48.0,56.0,medium,average,medium,moderate
98.0,75.0,53.0,28.0,82.0,80.0,high,poor,low,moderate
52.0,58.0,88.0,25.0,38.0,59.0,medium,poor,medium,low
52.0,43.0,47.0,58.0,94.0,37.0,medium,average,high,moderate
50.0,74.0,49.0,71.0,75.0,23.0,medium,average,medium,moderate
62.0,89.0,96.0,40.0,88.0,20.0,high,average,low,moderate
42.0,44.0,75.0,79.0,61.0,34.0,medium,average,high,moderate
59.0,52.0,43.0,51.0,92.0,40.0,medium,average,medium,moderate
44.0,55.0,90.0,20.0,49.0,44.0,medium,poor,medium,low
33.0,88.0,42.0,62.0,58.0,88.0,medium,average,medium,moderate
55.0,70.0,41.0,34.0,24.0,60.0,medium,poor,medium,moderate
77.0,72.0,61.0,21.0,33.0,31.0,medium,poor,medium,moderate
83.0,78.0,78.0,30.0,81.0,26.0,medium,poor,low,moderate
54.0,56.0,43.0,42.0,46.0,30.0,medium,poor,medium,moderate
52.0,82.0,82.0,61.0,28.0,45.0,medium,average,medium,moderate
85.0,41.0,40.0,99.0,43.0,79.0,medium,good,medium,moderate
77.0,46.0,84.0,37.0,48.0,23.0,medium,poor,medium,low
88.0,88.0,36.0,24.0,77.0,52.0,medium,poor,low,moderate
93.0,79.0,62.0,35.0,27.0,55.0,high,average,low,moderate
87.0,50.0,74.0,45.0,22.0,31.0,medium,poor,medium,moderate
95.0,66.0,48.0,36.0,77.0,24.0,medium,poor,medium,moderate
59.0,43.0,72.0,45.0,31.0,38.0,medium,poor,high,low
57.0,80.0,78.0,97.0,53.0,32.0,medium,good,medium,high
52.0,85.0,75.0,50.0,74.0,83.0,medium,average,low,moderate
46.0,56.0,57.0,70.0,61.0,93.0,medium,average,medium,moderate
82.0,61.0,84.0,74.0,29.0,69.0,high,average,medium,moderate
80.0,54.0,81.0,30.0,77.0,80.0,high,poor,medium,low
86.0,63.0,52.0,39.0,23.0,80.0,medium,poor,medium,moderate
41.0,56.0,81.0,53.0,38.0,90.0,medium,average,medium,moderate
64.0,54.0,94.0,56.0,28.0,27.0,medium,average,medium,moderate
45.0,65.0,87.0,21.0,61.0,99.0,medium,poor,medium,low
92.0,91.0,81.0,71.0,75.0,56.0,high,good,low,high
48.0,85.0,83.0,44.0,71.0,63.0,medium,average,medium,moderate
40.0,57.0,86.0,45.0,31.0,83.0,medium,poor,medium,low
69.0,96.0,50.0,68.0,47.0,59.0,medium,good,low,high
91.0,52.0,80.0,95.0,31.0,41.0,high,good,medium,high
94.0,94.0,43.0,89.0,47.0,21.0,high,good,low,high
36.0,58.0,55.0,98.0,38.0,33.0,low,good,medium,moderate
52.0,72.0,95.0,53.0,79.0,26.0,medium,average,medium,moderate
40.0,52.0,49.0,29.0,80.0,50.0,medium,poor,high,low
51.0,85.0,89.0,37.0,85.0,82.0,high,average,medium,moderate
67.0,59.0,59.0,47.0,36.0,46.0,medium,average,medium,moderate
49.0,92.0,44.0,44.0,21.0,67.0,medium,average,low,moderate
34.0,44.0,36.0,36.0,22.0,34.0,low,poor,high,low
65.0,70.0,68.0,32.0,87.0,67.0,medium,poor,medium,moderate
33.0,49.0,61.0,34.0,92.0,96.0,medium,poor,high,low
45.0,93.0,65.0,72.0,36.0,45.0,medium,good,low,high
30.0,65.0,33.0,59.0,90.0,58.0,medium,average,medium,moderate
36.0,80.0,48.0,23.0,62.0,97.0,medium,poor,medium,low
60.0,92.0,30.0,65.0,34.0,68.0,medium,good,low,moderate
89.0,72.0,51.0,87.0,45.0,51.0,high,good,low,high
84.0,43.0,95.0,54.0,41.0,29.0,medium,poor,medium,moderate
36.0,53.0,40.0,45.0,81.0,94.0,medium,poor,high,low
32.0,52.0,78.0,41.0,35.0,68.0,low,poor,high,low
53.0,94.0,30.0,50.0,34.0,24.0,medium,average,low,moderate
75.0,94.0,69.0,42.0,77.0,64.0,high,average,low,moderate
82.0,68.0,94.0,93.0,44.0,97.0,high,good,medium,high
87.0,93.0,53.0,99.0,40.0,94.0,high,good,low,high
53.0,54.0,43.0,47.0,84.0,35.0,medium,poor,medium,moderate
41.0,80.0,69.0,93.0,94.0,52.0,medium,good,medium,high
31.0,63.0,49.0,88.0,64.0,98.0,medium,good,medium,moderate
40.0,54.0,92.0,26.0,86.0,82.0,medium,poor,high,low
34.0,55.0,89.0,59.0,87.0,64.0,medium,average,high,moderate
90.0,65.0,75.0,72.0,67.0,44.0,high,average,medium,moderate
48.0,60.0,74.0,53.0,86.0,81.0,medium,average,medium,moderate
87.0,52.0,72.0,56.0,20.0,66.0,medium,average,medium,moderate
68.0,60.0,81.0,59.0,22.0,61.0,medium,average,medium,moderate
67.0,47.0,62.0,75.0,90.0,94.0,medium,average,medium,moderate
61.0,98.0,97.0,43.0,31.0,50.0,high,average,low,moderate
87.0,62.0,54.0,67.0,78.0,70.0,medium,average,medium,moderate
33.0,46.0,30.0,39.0,53.0,23.0,low,poor,high,low
36.0,74.0,78.0,91.0,83.0,76.0,medium,good,medium,moderate
59.0,92.0,76.0,26.0,73.0,63.0,medium,average,low,moderate
57.0,61.0,98.0,25.0,25.0,90.0,medium,poor,medium,low
68.0,90.0,57.0,23.0,46.0,46.0,medium,poor,low,moderate
81.0,76.0,59.0,47.0,76.0,94.0,high,average,low,moderate
71.0,84.0,69.0,68.0,93.0,66.0,high,average,low,high
48.0,57.0,57.0,98.0,84.0,36.0,medium,good,medium,moderate
52.0,42.0,84.0,56.0,91.0,32.0,medium,average,high,low
82.0,60.0,59.0,34.0,96.0,35.0,medium,poor,medium,moderate
44.0,95.0,84.0,49.0,91.0,44.0,medium,average,low,moderate
65.0,87.0,59.0,30.0,66.0,64.0,medium,average,low,moderate
67.0,87.0,45.0,57.0,46.0,89.0,medium,average,low,moderate
82.0,92.0,99.0,78.0,60.0,99.0,high,good,low,high
80.0,62.0,66.0,22.0,83.0,74.0,medium,poor,medium,low
62.0,59.0,79.0,82.0,54.0,59.0,medium,average,medium,moderate
51.0,95.0,71.0,38.0,86.0,69.0,medium,average,low,moderate
55.0,74.0,55.0,73.0,76.0,46.0,medium,average,medium,moderate
58.0,57.0,98.0,85.0,36.0,39.0,medium,average,medium,moderate
45.0,56.0,56.0,82.0,93.0,62.0,medium,average,medium,moderate
73.0,92.0,99.0,73.0,87.0,86.0,high,good,low,high
44.0,43.0,60.0,75.0,67.0,25.0,medium,average,high,moderate
75.0,43.0,31.0,35.0,35.0,28.0,low,poor,medium,low
82.0,84.0,32.0,30.0,38.0,34.0,medium,average,low,moderate
97.0,40.0,98.0,50.0,87.0,36.0,high,poor,medium,moderate
38.0,50.0,66.0,68.0,21.0,31.0,low,average,high,moderate
83.0,99.0,57.0,69.0,58.0,30.0,high,good,low,high
36.0,65.0,86.0,82.0,69.0,22.0,medium,good,medium,moderate
53.0,83.0,73.0,44.0,38.0,47.0,medium,average,medium,moderate
42.0,69.0,76.0,89.0,89.0,77.0,medium,good,medium,moderate
41.0,45.0,77.0,55.0,61.0,32.0,medium,average,high,low
42.0,51.0,43.0,39.0,25.0,46.0,low,poor,high,low
33.0,85.0,36.0,78.0,45.0,97.0,medium,good,medium,moderate
87.0,45.0,80.0,30.0,51.0,33.0,medium,poor,medium,low
34.0,75.0,31.0,52.0,37.0,98.0,low,average,medium,moderate
57.0,60.0,80.0,82.0,95.0,60.0,medium,average,medium,moderate
78.0,62.0,39.0,81.0,48.0,77.0,medium,average,medium,moderate
99.0,97.0,48.0,40.0,60.0,45.0,high,average,low,moderate
89.0,76.0,79.0,33.0,62.0,45.0,high,average,low,moderate
39.0,76.0,73.0,22.0,37.0,51.0,medium,poor,medium,low
99.0,61.0,84.0,27.0,65.0,30.0,high,poor,medium,moderate
75.0,62.0,72.0,86.0,48.0,45.0,medium,good,medium,moderate
42.0,81.0,33.0,82.0,20.0,91.0,medium,good,medium,moderate
61.0,42.0,88.0,60.0,52.0,20.0,medium,average,high,moderate
94.0,54.0,45.0,65.0,66.0,65.0,medium,average,medium,moderate
57.0,76.0,39.0,46.0,29.0,75.0,medium,average,medium,moderate
42.0,77.0,91.0,35.0,82.0,31.0,medium,average,medium,moderate
91.0,45.0,43.0,20.0,72.0,28.0,medium,poor,medium,low
96.0,87.0,67.0,73.0,44.0,64.0,high,good,low,high
98.0,72.0,64.0,22.0,67.0,37.0,medium,poor,low,moderate
96.0,54.0,83.0,28.0,44.0,98.0,high,poor,medium,moderate
91.0,85.0,33.0,83.0,71.0,35.0,medium,good,low,high
61.0,99.0,37.0,66.0,32.0,30.0,medium,good,low,high
43.0,65.0,59.0,59.0,68.0,46.0,medium,average,medium,moderate
73.0,57.0,63.0,37.0,24.0,46.0,medium,poor,medium,moderate
45.0,57.0,85.0,31.0,21.0,32.0,medium,poor,medium,low
63.0,75.0,72.0,57.0,40.0,73.0,medium,average,medium,moderate
75.0,42.0,40.0,48.0,33.0,47.0,medium,poor,medium,moderate
96.0,69.0,98.0,62.0,59.0,62.0,high,average,low,moderate
50.0,41.0,62.0,33.0,33.0,39.0,low,poor,high,low
47.0,42.0,97.0,38.0,39.0,27.0,medium,poor,high,low
81.0,65.0,99.0,29.0,27.0,24.0,medium,poor,medium,moderate
30.0,84.0,33.0,53.0,90.0,24.0,medium,average,medium,moderate
69.0,93.0,65.0,42.0,78.0,89.0,high,average,low,moderate
82.0,45.0,59.0,37.0,37.0,41.0,medium,poor,medium,low
68.0,54.0,64.0,63.0,29.0,44.0,medium,average,medium,moderate
56.0,65.0,51.0,59.0,88.0,66.0,medium,average,medium,moderate
87.0,74.0,69.0,36.0,73.0,27.0,high,average,low,moderate
55.0,99.0,64.0,75.0,90.0,68.0,high,good,low,high
79.0,81.0,43.0,47.0,34.0,61.0,medium,average,low,moderate
62.0,72.0,50.0,47.0,48.0,83.0,medium,average,medium,moderate
31.0,43.0,40.0,58.0,29.0,29.0,low,average,high,low
67.0,44.0,89.0,31.0,53.0,21.0,medium,poor,medium,low
33.0,49.0,77.0,53.0,33.0,81.0,low,average,high,low
95.0,79.0,57.0,66.0,20.0,49.0,medium,average,low,high
72.0,59.0,57.0,30.0,60.0,24.0,medium,poor,medium,moderate
56.0,54.0,35.0,65.0,98.0,64.0,medium,average,medium,moderate
64.0,80.0,50.0,23.0,71.0,57.0,medium,poor,low,moderate
73.0,88.0,94.0,68.0,80.0,96.0,high,good,low,high
48.0,66.0,32.0,22.0,84.0,95.0,medium,poor,medium,low
50.0,92.0,40.0,34.0,97.0,63.0,medium,average,low,moderate
59.0,84.0,89.0,48.0,30.0,32.0,medium,average,low,moderate
48.0,82.0,66.0,69.0,40.0,79.0,medium,average,medium,moderate
83.0,92.0,32.0,77.0,69.0,36.0,medium,good,low,high
37.0,51.0,64.0,57.0,85.0,87.0,medium,average,high,moderate
87.0,85.0,82.0,30.0,81.0,68.0,high,average,low,moderate
54.0,97.0,54.0,50.0,78.0,48.0,medium,average,low,moderate
69.0,99.0,56.0,82.0,44.0,98.0,high,good,low,high
41.0,74.0,74.0,27.0,49.0,61.0,medium,poor,medium,low
56.0,85.0,71.0,77.0,26.0,50.0,medium,good,low,high
82.0,93.0,93.0,50.0,45.0,35.0,high,average,low,moderate
48.0,91.0,47.0,20.0,32.0,71.0,medium,poor,low,moderate
39.0,93.0,49.0,75.0,95.0,41.0,medium,good,low,high
66.0,89.0,40.0,22.0,27.0,32.0,medium,poor,low,moderate
41.0,62.0,76.0,49.0,49.0,29.0,medium,average,medium,moderate
52.0,83.0,67.0,35.0,90.0,71.0,medium,average,medium,moderate
61.0,64.0,54.0,66.0,96.0,93.0,medium,average,medium,moderate
69.0,88.0,78.0,24.0,50.0,40.0,medium,poor,low,moderate
74.0,88.0,56.0,27.0,57.0,37.0,medium,average,low,moderate
77.0,96.0,43.0,62.0,61.0,69.0,high,good,low,high
89.0,75.0,67.0,99.0,85.0,31.0,high,good,low,high
34.0,68.0,60.0,23.0,81.0,27.0,low,poor,medium,low
55.0,49.0,58.0,56.0,61.0,71.0,medium,average,medium,moderate
30.0,78.0,61.0,84.0,49.0,61.0,medium,good,medium,moderate
30.0,73.0,93.0,43.0,49.0,22.0,medium,average,medium,moderate
44.0,70.0,45.0,59.0,71.0,38.0,medium,average,medium,moderate
71.0,80.0,49.0,87.0,86.0,35.0,high,good,low,high
92.0,91.0,69.0,78.0,26.0,74.0,high,good,low,high
84.0,48.0,33.0,43.0,81.0,73.0,medium,poor,medium,moderate
75.0,65.0,40.0,80.0,58.0,79.0,medium,average,medium,moderate
84.0,83.0,69.0,74.0,31.0,27.0,high,good,low,high
42.0,89.0,65.0,60.0,27.0,87.0,medium,average,medium,moderate
88.0,86.0,75.0,55.0,46.0,36.0,high,average,low,moderate
92.0,87.0,37.0,94.0,39.0,99.0,high,good,low,high
36.0,91.0,89.0,89.0,28.0,89.0,medium,good,medium,high
62.0,97.0,63.0,99.0,43.0,56.0,high,good,low,high
88.0,76.0,40.0,74.0,86.0,82.0,high,average,low,high
63.0,54.0,51.0,48.0,77.0,73.0,medium,average,medium,moderate
88.0,73.0,45.0,28.0,36.0,81.0,medium,poor,low,moderate
95.0,82.0,61.0,30.0,73.0,21.0,medium,average,low,moderate
63.0,46.0,62.0,96.0,56.0,26.0,medium,good,medium,moderate
34.0,85.0,60.0,49.0,79.0,92.0,medium,average,medium,moderate
53.0,72.0,62.0,28.0,39.0,82.0,medium,poor,medium,moderate
45.0,96.0,93.0,37.0,24.0,69.0,medium,average,low,moderate
63.0,52.0,97.0,21.0,45.0,44.0,medium,poor,medium,low
71.0,94.0,64.0,62.0,99.0,53.0,high,average,low,high
62.0,66.0,97.0,67.0,64.0,51.0,medium,average,medium,moderate
43.0,74.0,87.0,50.0,24.0,54.0,medium,average,medium,moderate
51.0,79.0,87.0,79.0,98.0,70.0,high,good,medium,moderate
77.0,74.0,45.0,58.0,86.0,80.0,medium,average,medium,moderate
31.0,94.0,60.0,96.0,63.0,50.0,medium,good,low,high
44.0,50.0,54.0,81.0,79.0,86.0,medium,average,high,moderate
92.0,83.0,36.0,26.0,34.0,27.0,medium,poor,low,moderate
36.0,98.0,35.0,41.0,67.0,84.0,medium,average,low,moderate
59.0,53.0,73.0,80.0,93.0,74.0,medium,average,medium,moderate
44.0,55.0,59.0,62.0,55.0,60.0,medium,average,medium,moderate
37.0,68.0,87.0,80.0,23.0,50.0,medium,good,medium,moderate
59.0,83.0,76.0,46.0,80.0,49.0,medium,average,low,moderate
66.0,97.0,35.0,23.0,78.0,48.0,medium,average,low,moderate
42.0,87.0,88.0,82.0,79.0,95.0,medium,good,medium,high
35.0,87.0,64.0,82.0,71.0,22.0,medium,good,medium,moderate
39.0,66.0,69.0,71.0,30.0,70.0,medium,average,medium,moderate
75.0,78.0,97.0,52.0,29.0,99.0,high,average,low,moderate
90.0,52.0,74.0,20.0,83.0,63.0,medium,poor,medium,low
42.0,67.0,31.0,78.0,88.0,71.0,medium,average,medium,moderate
52.0,51.0,42.0,72.0,26.0,67.0,low,average,medium,moderate
54.0,41.0,59.0,73.0,66.0,60.0,medium,average,high,moderate
55.0,91.0,32.0,33.0,60.0,70.0,medium,average,low,moderate
47.0,88.0,41.0,78.0,48.0,92.0,medium,good,low,high
33.0,70.0,85.0,77.0,71.0,77.0,medium,average,medium,moderate
66.0,40.0,39.0,88.0,93.0,87.0,medium,average,high,moderate
55.0,45.0,41.0,65.0,85.0,64.0,medium,average,high,moderate
53.0,46.0,65.0,78.0,32.0,81.0,medium,average,high,moderate
48.0,83.0,36.0,52.0,57.0,90.0,medium,average,medium,moderate
95.0,52.0,47.0,75.0,94.0,36.0,medium,average,medium,moderate
72.0,55.0,95.0,75.0,38.0,88.0,high,average,medium,moderate
59.0,91.0,74.0,82.0,88.0,74.0,high,good,low,high
44.0,92.0,97.0,88.0,59.0,55.0,high,good,low,high
86.0,85.0,54.0,20.0,61.0,81.0,high,poor,low,moderate
92.0,58.0,73.0,82.0,40.0,33.0,medium,average,medium,moderate
32.0,74.0,46.0,83.0,93.0,75.0,medium,good,medium,moderate
95.0,52.0,56.0,63.0,62.0,66.0,medium,average,medium,moderate
78.0,91.0,42.0,61.0,65.0,91.0,high,average,low,high
36.0,45.0,88.0,77.0,57.0,69.0,medium,average,high,moderate
82.0,84.0,42.0,56.0,27.0,62.0,medium,average,low,moderate
37.0,70.0,44.0,53.0,82.0,61.0,medium,average,medium,moderate
33.0,85.0,62.0,84.0,46.0,64.0,medium,good,medium,moderate
38.0,67.0,60.0,83.0,39.0,91.0,medium,good,medium,moderate
62.0,49.0,51.0,36.0,82.0,82.0,medium,poor,medium,low
73.0,85.0,54.0,86.0,35.0,27.0,medium,good,low,high
58.0,77.0,50.0,46.0,74.0,62.0,medium,average,medium,moderate
38.0,67.0,93.0,30.0,57.0,42.0,medium,poor,medium,low
43.0,62.0,70.0,90.0,83.0,33.0,medium,good,medium,moderate
89.0,60.0,94.0,39.0,24.0,89.0,high,poor,medium,moderate
97.0,68.0,99.0,36.0,81.0,88.0,high,poor,low,moderate
82.0,55.0,75.0,41.0,38.0,95.0,medium,poor,medium,moderate
37.0,56.0,87.0,59.0,89.0,51.0,medium,average,medium,moderate
87.0,56.0,37.0,33.0,48.0,54.0,medium,poor,medium,moderate
78.0,40.0,96.0,32.0,20.0,82.0,medium,poor,medium,low
66.0,95.0,63.0,51.0,59.0,35.0,medium,average,low,moderate
40.0,54.0,79.0,37.0,24.0,24.0,low,poor,high,low
99.0,49.0,47.0,35.0,41.0,53.0,medium,poor,medium,moderate
60.0,49.0,36.0,92.0,77.0,70.0,medium,average,medium,moderate
33.0,99.0,91.0,67.0,64.0,56.0,medium,good,low,moderate
44.0,68.0,61.0,21.0,76.0,36.0,medium,poor,medium,low
58.0,59.0,39.0,28.0,90.0,61.0,low,poor,medium,low
34.0,64.0,76.0,85.0,57.0,95.0,medium,good,medium,moderate
52.0,45.0,33.0,41.0,63.0,41.0,low,poor,high,low
62.0,58.0,61.0,32.0,24.0,52.0,medium,poor,medium,low
96.0,54.0,79.0,73.0,42.0,45.0,high,average,medium,moderate
36.0,88.0,80.0,87.0,77.0,43.0,medium,good,medium,high
70.0,43.0,61.0,51.0,24.0,72.0,medium,poor,medium,moderate
94.0,65.0,55.0,79.0,48.0,49.0,medium,average,medium,high
86.0,87.0,88.0,53.0,30.0,69.0,high,average,low,moderate
94.0,90.0,42.0,28.0,88.0,21.0,medium,average,low,moderate
41.0,70.0,35.0,83.0,64.0,72.0,medium,good,medium,moderate
86.0,53.0,40.0,93.0,71.0,28.0,medium,good,medium,high
98.0,60.0,86.0,98.0,74.0,50.0,high,good,medium,high
52.0,53.0,62.0,28.0,37.0,89.0,medium,poor,medium,low
64.0,79.0,32.0,65.0,23.0,46.0,medium,average,medium,moderate
67.0,57.0,41.0,69.0,51.0,75.0,medium,average,medium,moderate
64.0,77.0,31.0,26.0,34.0,48.0,medium,poor,medium,moderate
50.0,79.0,87.0,96.0,45.0,92.0,high,good,medium,high
97.0,96.0,62.0,28.0,45.0,96.0,high,average,low,moderate
96.0,62.0,34.0,41.0,82.0,92.0,medium,poor,medium,moderate
56.0,97.0,45.0,97.0,45.0,51.0,medium,good,low,high
86.0,64.0,73.0,64.0,32.0,45.0,medium,average,medium,moderate
57.0,80.0,71.0,74.0,96.0,68.0,high,good,medium,moderate
85.0,79.0,87.0,59.0,23.0,85.0,high,average,low,moderate
70.0,89.0,31.0,80.0,36.0,61.0,medium,good,low,high
62.0,68.0,34.0,26.0,47.0,79.0,medium,poor,medium,moderate
38.0,87.0,32.0,74.0,25.0,90.0,medium,good,medium,moderate
75.0,61.0,57.0,25.0,91.0,80.0,medium,poor,medium,low
52.0,69.0,80.0,34.0,48.0,49.0,medium,poor,medium,moderate
45.0,69.0,76.0,60.0,82.0,39.0,medium,average,medium,moderate
43.0,82.0,44.0,55.0,30.0,54.0,medium,average,medium,moderate
98.0,77.0,76.0,32.0,61.0,66.0,high,average,low,moderate
37.0,44.0,75.0,83.0,30.0,87.0,medium,average,high,moderate
85.0,88.0,43.0,44.0,38.0,44.0,medium,average,low,moderate
90.0,85.0,82.0,89.0,52.0,32.0,high,good,low,high
32.0,46.0,59.0,21.0,89.0,45.0,low,poor,high,low
71.0,97.0,34.0,38.0,44.0,67.0,medium,average,low,moderate
70.0,79.0,57.0,43.0,80.0,38.0,medium,average,low,moderate
55.0,45.0,83.0,67.0,27.0,51.0,medium,average,high,moderate
76.0,69.0,78.0,52.0,40.0,40.0,medium,average,medium,moderate
58.0,90.0,48.0,32.0,68.0,98.0,medium,average,low,moderate
60.0,56.0,82.0,65.0,57.0,61.0,medium,average,medium,moderate
60.0,95.0,57.0,96.0,60.0,77.0,high,good,low,high
86.0,65.0,62.0,30.0,74.0,61.0,medium,poor,medium,moderate
74.0,53.0,36.0,40.0,26.0,20.0,low,poor,medium,moderate
56.0,61.0,99.0,58.0,75.0,41.0,medium,average,medium,moderate
94.0,71.0,88.0,78.0,89.0,87.0,high,good,low,high
86.0,81.0,43.0,30.0,81.0,60.0,medium,average,low,moderate
95.0,95.0,69.0,38.0,42.0,76.0,high,average,low,moderate
81.0,51.0,84.0,38.0,48.0,80.0,medium,poor,medium,moderate
57.0,97.0,65.0,69.0,96.0,64.0,medium,good,low,high
84.0,71.0,44.0,26.0,83.0,66.0,medium,poor,medium,moderate
53.0,47.0,97.0,72.0,94.0,38.0,medium,average,high,moderate
48.0,95.0,48.0,54.0,93.0,39.0,medium,average,low,moderate
61.0,60.0,53.0,46.0,54.0,31.0,medium,average,medium,moderate
97.0,77.0,56.0,88.0,30.0,43.0,high,good,low,high
69.0,81.0,92.0,85.0,38.0,70.0,high,good,low,high
56.0,40.0,65.0,84.0,43.0,94.0,medium,average,high,moderate
62.0,53.0,80.0,90.0,86.0,55.0,medium,good,medium,moderate
50.0,81.0,93.0,38.0,42.0,68.0,medium,average,medium,moderate
76.0,59.0,94.0,88.0,48.0,88.0,high,good,medium,moderate
54.0,40.0,89.0,34.0,88.0,74.0,medium,poor,high,low
68.0,41.0,93.0,46.0,33.0,40.0,medium,poor,high,low
55.0,89.0,96.0,64.0,73.0,42.0,high,average,low,moderate
52.0,49.0,99.0,79.0,64.0,71.0,medium,average,high,moderate
97.0,46.0,75.0,66.0,98.0,43.0,high,average,medium,moderate
54.0,73.0,39.0,64.0,59.0,39.0,medium,average,medium,moderate
34.0,47.0,37.0,50.0,61.0,67.0,low,poor,high,low
56.0,79.0,85.0,67.0,88.0,70.0,high,average,medium,moderate
67.0,72.0,52.0,58.0,99.0,40.0,medium,average,medium,moderate
36.0,78.0,86.0,58.0,78.0,23.0,medium,average,medium,moderate
51.0,69.0,95.0,66.0,75.0,81.0,high,average,medium,moderate
41.0,86.0,75.0,68.0,90.0,51.0,medium,good,medium,moderate
65.0,78.0,83.0,46.0,98.0,70.0,high,average,medium,moderate
80.0,64.0,49.0,30.0,78.0,33.0,medium,poor,medium,moderate
97.0,40.0,60.0,43.0,43.0,45.0,medium,poor,medium,moderate
57.0,56.0,97.0,52.0,71.0,68.0,medium,average,medium,moderate
90.0,47.0,87.0,32.0,38.0,29.0,medium,poor,medium,low
45.0,40.0,44.0,34.0,60.0,45.0,low,poor,high,low
84.0,56.0,95.0,96.0,55.0,77.0,high,good,medium,high
69.0,52.0,64.0,42.0,99.0,81.0,medium,poor,medium,moderate
83.0,44.0,89.0,79.0,64.0,48.0,high,average,medium,moderate
82.0,58.0,66.0,30.0,96.0,29.0,medium,poor,medium,moderate
67.0,70.0,72.0,97.0,84.0,22.0,medium,good,medium,high
48.0,50.0,41.0,36.0,87.0,64.0,medium,poor,high,low
66.0,56.0,53.0,51.0,33.0,75.0,medium,average,medium,moderate
87.0,41.0,80.0,82.0,82.0,67.0,high,average,medium,moderate
97.0,43.0,88.0,36.0,40.0,52.0,medium,poor,medium,moderate
94.0,49.0,36.0,63.0,66.0,21.0,medium,average,medium,moderate
42.0,67.0,35.0,82.0,58.0,38.0,low,good,medium,moderate
71.0,79.0,78.0,21.0,40.0,22.0,medium,poor,low,moderate
37.0,87.0,61.0,22.0,98.0,56.0,medium,poor,medium,moderate
76.0,77.0,89.0,83.0,90.0,44.0,high,good,low,high
99.0,77.0,34.0,41.0,65.0,25.0,medium,average,low,moderate
33.0,96.0,54.0,92.0,20.0,68.0,medium,good,low,high
75.0,55.0,32.0,94.0,34.0,49.0,medium,good,medium,moderate
96.0,87.0,79.0,90.0,38.0,97.0,high,good,low,high
89.0,96.0,90.0,99.0,97.0,53.0,high,good,low,high
57.0,74.0,40.0,85.0,52.0,27.0,medium,good,medium,high
37.0,90.0,52.0,50.0,23.0,76.0,medium,average,medium,moderate
94.0,48.0,89.0,99.0,66.0,76.0,high,good,medium,high
94.0,92.0,32.0,47.0,96.0,94.0,high,average,low,moderate
70.0,73.0,96.0,66.0,64.0,75.0,high,average,medium,moderate
98.0,53.0,92.0,20.0,55.0,48.0,medium,poor,medium,low
30.0,43.0,40.0,97.0,34.0,73.0,low,good,high,moderate
73.0,83.0,39.0,67.0,90.0,83.0,medium,average,low,moderate
32.0,65.0,78.0,95.0,28.0,61.0,medium,good,medium,moderate
95.0,58.0,30.0,48.0,94.0,83.0,medium,average,medium,moderate
77.0,63.0,65.0,45.0,37.0,97.0,medium,average,medium,moderate
93.0,99.0,34.0,61.0,31.0,80.0,high,good,low,high
69.0,65.0,67.0,89.0,47.0,60.0,medium,good,medium,high
35.0,44.0,54.0,63.0,20.0,59.0,low,average,high,low
31.0,56.0,79.0,83.0,21.0,87.0,medium,average,high,moderate
53.0,48.0,91.0,37.0,34.0,89.0,medium,poor,high,low
82.0,81.0,64.0,82.0,75.0,41.0,high,good,low,high
40.0,88.0,74.0,78.0,85.0,20.0,medium,good,medium,moderate
89.0,90.0,72.0,91.0,39.0,84.0,high,good,low,high
46.0,77.0,98.0,24.0,71.0,38.0,medium,poor,medium,low
64.0,86.0,46.0,50.0,48.0,99.0,medium,average,low,moderate
44.0,65.0,46.0,27.0,54.0,22.0,low,poor,medium,low
62.0,77.0,56.0,52.0,46.0,92.0,medium,average,medium,moderate
61.0,46.0,81.0,80.0,91.0,74.0,medium,average,medium,moderate
30.0,72.0,90.0,71.0,60.0,44.0,medium,average,medium,moderate
69.0,73.0,49.0,80.0,60.0,22.0,medium,good,medium,high
85.0,41.0,37.0,79.0,88.0,87.0,medium,average,medium,moderate
95.0,72.0,72.0,99.0,72.0,29.0,high,good,low,high
53.0,83.0,71.0,90.0,31.0,27.0,medium,good,medium,high
91.0,62.0,56.0,66.0,35.0,83.0,high,average,medium,moderate
91.0,72.0,42.0,90.0,47.0,74.0,medium,good,low,high
99.0,57.0,89.0,23.0,27.0,30.0,medium,poor,medium,moderate
56.0,56.0,89.0,77.0,75.0,47.0,medium,average,medium,moderate
89.0,47.0,82.0,61.0,59.0,73.0,medium,average,medium,moderate
69.0,59.0,70.0,96.0,23.0,72.0,medium,good,medium,high
